"song_id","song_name","song_lyrics_url","song_art_image_url","song_release_date","song_pageviews","song_annotation_count","artist_id","artist_name","artist_url","album_id","album_name","album_url"
4036597,"HUNG UP ON THE COME UP","https://genius.com/Uicideboy-hung-up-on-the-come-up-lyrics","https://images.genius.com/718c32f555f9ee64e0c9ec485ab8a6cc.1000x1000x1.png","2018-10-23",59648,9,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy",NA,NA,NA
3232566,"I Am the Apocalypse","https://genius.com/Uicideboy-i-am-the-apocalypse-lyrics","https://images.genius.com/6f5069a72573faa1e2291d1c7d597b52.1000x1000x1.jpg","2017-09-11",155309,8,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy",603473,"KILL YOUR$ELF Sagas: XVI - XX","https://genius.com/albums/Uicideboy/Kill-your-elf-sagas-xvi-xx"
6961021,"$ickk","https://genius.com/Uicideboy-ickk-lyrics","https://images.genius.com/3858815bfd12a53748553d09964fed4c.529x529x1.jpg",NA,NA,0,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy",NA,NA,NA
1787167,"I Ended Up Driving the Camaro Off the Causeway Bridge","https://genius.com/Uicideboy-i-ended-up-driving-the-camaro-off-the-causeway-bridge-lyrics","https://images.genius.com/f7925c57be3901fdfbe603ef2870f5d4.1000x1000x1.png","2015-05-08",70775,5,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy",123982,"YUNGDEATHLILLIFE","https://genius.com/albums/Uicideboy/Yungdeathlillife"
6934404,"If Self-Destruction was an Olympic Event, I'd be Tonya Harding","https://genius.com/Uicideboy-if-self-destruction-was-an-olympic-event-id-be-tonya-harding-lyrics","https://images.genius.com/f4070376322053f8aee83f60c88710cb.1000x1000x1.png","2021-08-13",118162,7,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy",754941,"Long Term Effects of SUFFERING","https://genius.com/albums/Uicideboy/Long-term-effects-of-suffering"
3218466,"I Hung Myself for a Persona","https://genius.com/Uicideboy-i-hung-myself-for-a-persona-lyrics","https://images.genius.com/474833c6944edf264bf5c922d280f769.1000x1000x1.jpg","2017-08-31",209057,10,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy",603473,"KILL YOUR$ELF Sagas: XVI - XX","https://genius.com/albums/Uicideboy/Kill-your-elf-sagas-xvi-xx"
6447485,"​I H​​UNG MYSELF FOR A PERSONA​///NOW l’M UP TO MY NECK WITH OFFERS","https://genius.com/Uicideboy-i-hung-myself-for-a-persona-now-lm-up-to-my-neck-with-offers-lyrics","https://images.genius.com/03e786a506a1f381e4f594fa5d59192d.544x544x1.jpg","2017-08-31",NA,0,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy",NA,NA,NA
8739919,"I Injected Heroin Into a Vein and Felt Relieved","https://genius.com/Uicideboy-i-injected-heroin-into-a-vein-and-felt-relieved-lyrics","https://images.genius.com/e7e1dd789bec3497e8c56777c422d227.500x500x1.jpg","2023-01-16",NA,0,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy",NA,NA,NA
597963,"$ilent Night","https://genius.com/Uicideboy-ilent-night-lyrics","https://images.rapgenius.com/3664edd4b9d478baec849633bc8194df.498x497x1.png","2014-11-21",10489,1,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy",NA,NA,NA
1083109,"I’ll Pay for It (If I Want It)","https://genius.com/Uicideboy-ill-pay-for-it-if-i-want-it-lyrics","https://images.genius.com/a8b83b0344dd0b66c0b9a61d36c8f9c8.1000x1000x1.jpg","2015-04-02",34021,1,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy",123497,"7th or St. Tammany","https://genius.com/albums/Uicideboy/7th-or-st-tammany"
3228520,"I'm Done.","https://genius.com/Uicideboy-im-done-lyrics","https://images.genius.com/7eaf1805c6fe8da9b273ed9b74abe294.1000x1000x1.png","2017-09-08",233754,15,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy",603473,"KILL YOUR$ELF Sagas: XVI - XX","https://genius.com/albums/Uicideboy/Kill-your-elf-sagas-xvi-xx"
1781044,"I Miss My Dead Friends","https://genius.com/Uicideboy-i-miss-my-dead-friends-lyrics","https://images.genius.com/f7925c57be3901fdfbe603ef2870f5d4.1000x1000x1.png","2015-04-29",141510,12,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy",123982,"YUNGDEATHLILLIFE","https://genius.com/albums/Uicideboy/Yungdeathlillife"
8238970,"In Constant Sorrow","https://genius.com/Uicideboy-in-constant-sorrow-lyrics","https://images.genius.com/74066d77c93b9c4838c3f93298f9dd00.1000x1000x1.png","2022-07-29",66163,10,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy",898161,"Sing Me a Lullaby, My Sweet Temptation","https://genius.com/albums/Uicideboy/Sing-me-a-lullaby-my-sweet-temptation"
2267514,"I No Longer Fear the Razor Guarding My Heel","https://genius.com/Uicideboy-i-no-longer-fear-the-razor-guarding-my-heel-lyrics","https://images.genius.com/63133d150fff84133d5932a24dd9ee76.640x640x1.jpg","2015-07-29",840035,18,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy",143416,"I No Longer Fear the Razor Guarding My Heel","https://genius.com/albums/Uicideboy/I-no-longer-fear-the-razor-guarding-my-heel"
2343548,"I No Longer Fear the Razor Guarding My Heel (II)","https://genius.com/Uicideboy-i-no-longer-fear-the-razor-guarding-my-heel-ii-lyrics","https://images.genius.com/bfa610f16c708770cec09f6fc0e971cd.1000x1000x1.jpg","2015-10-30",228785,24,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy",143417,"I No Longer Fear the Razor Guarding My Heel (II)","https://genius.com/albums/Uicideboy/I-no-longer-fear-the-razor-guarding-my-heel-ii"
2934617,"I No Longer Fear the Razor Guarding My Heel (III)","https://genius.com/Uicideboy-i-no-longer-fear-the-razor-guarding-my-heel-iii-lyrics","https://images.genius.com/6068310ea606f461252e7a667bfed7b1.1000x1000x1.jpg","2016-12-18",305563,32,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy",320918,"I No Longer Fear the Razor Guarding My Heel (III)","https://genius.com/albums/Uicideboy/I-no-longer-fear-the-razor-guarding-my-heel-iii"
3897038,"I No Longer Fear The Razor Guarding My Heel III Official Lyric Book","https://genius.com/Uicideboy-i-no-longer-fear-the-razor-guarding-my-heel-iii-official-lyric-book-annotated","https://images.genius.com/ff689742168986e94be9bf557646d9ed.1000x748x1.jpg",NA,17321,1,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy",320918,"I No Longer Fear the Razor Guarding My Heel (III)","https://genius.com/albums/Uicideboy/I-no-longer-fear-the-razor-guarding-my-heel-iii"
3871406,"I No Longer Fear the Razor Guarding My Heel (IV)","https://genius.com/Uicideboy-i-no-longer-fear-the-razor-guarding-my-heel-iv-lyrics","https://images.genius.com/54919a5808730abda8ec44a4fbc8a2cb.1000x1000x1.png","2018-09-07",300360,19,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy",421863,"I Want to Die in New Orleans","https://genius.com/albums/Uicideboy/I-want-to-die-in-new-orleans"
1787175,"In Order to Cast a Shadow You Must First Light a Fire","https://genius.com/Uicideboy-in-order-to-cast-a-shadow-you-must-first-light-a-fire-lyrics","https://images.genius.com/f7925c57be3901fdfbe603ef2870f5d4.1000x1000x1.png","2015-05-08",30673,4,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy",123982,"YUNGDEATHLILLIFE","https://genius.com/albums/Uicideboy/Yungdeathlillife"
3232560,"Introversion 2.0","https://genius.com/Uicideboy-introversion-20-lyrics","https://images.genius.com/a9d26e93738b2f70cb1cb460a91c2fe2.1000x1000x1.jpg","2017-09-11",214667,9,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy",603473,"KILL YOUR$ELF Sagas: XVI - XX","https://genius.com/albums/Uicideboy/Kill-your-elf-sagas-xvi-xx"
2334102,"Iron Veil","https://genius.com/Uicideboy-iron-veil-lyrics","https://images.genius.com/200740745dcc897f2d9a9a5be05919c3.1000x1000x1.png","2015-09-21",53213,6,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy",131581,"My Liver Will Handle What My Heart Can’t","https://genius.com/albums/Uicideboy/My-liver-will-handle-what-my-heart-can-t"
2373651,"I Think I'm Ian Read","https://genius.com/Uicideboy-i-think-im-ian-read-lyrics","https://images.genius.com/55771cdcd60938e759152deb0bc512bd.640x640x1.jpg","2015-11-18",131609,4,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy",137997,"Now the Moon’s Rising","https://genius.com/albums/Uicideboy/Now-the-moons-rising"
2856096,"It's Hard to Win When You Always Lose","https://genius.com/Uicideboy-its-hard-to-win-when-you-always-lose-lyrics","https://images.genius.com/a6f4e8cd477300162f823c778da34b52.640x640x1.jpg","2016-09-11",89006,6,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy",165663,"Eternal Grey","https://genius.com/albums/Uicideboy/Eternal-grey"
5254566,"I Wanna Be Romanticized","https://genius.com/Uicideboy-i-wanna-be-romanticized-lyrics","https://images.genius.com/4be0b28f5c9be2888e3c163ff7323db6.822x822x1.png","2020-02-14",105446,3,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy",587574,"Stop Staring at the Shadows","https://genius.com/albums/Uicideboy/Stop-staring-at-the-shadows"
2856122,"I Want to Believe","https://genius.com/Uicideboy-i-want-to-believe-lyrics","https://images.genius.com/a6f4e8cd477300162f823c778da34b52.640x640x1.jpg","2016-09-11",154604,6,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy",165663,"Eternal Grey","https://genius.com/albums/Uicideboy/Eternal-grey"
4060274,"I Will Celebrate for Stepping on Broken Glass and Slipping on Stomach Soaked Floors","https://genius.com/Uicideboy-i-will-celebrate-for-stepping-on-broken-glass-and-slipping-on-stomach-soaked-floors-lyrics","https://images.genius.com/63133d150fff84133d5932a24dd9ee76.640x640x1.jpg","2015-07-29",NA,3,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy",143416,"I No Longer Fear the Razor Guarding My Heel","https://genius.com/albums/Uicideboy/I-no-longer-fear-the-razor-guarding-my-heel"
